"gene_symbol"	"organsystem"	"kegg_diseasename"
"AHCY"	"Congenital disorders of metabolism"	"Hypermethioninemia"
"AHCY"	"Congenital disorders of metabolism"	"Wilson disease"
"AHCY"	"Digestive system diseases"	"Nonalcoholic fatty liver disease"
"AHCYL2"	"Cancers"	"Prostate cancer"
"AHI1"	"Congenital malformations"	"Joubert syndrome"
"AHI1"	"Eye disease"	"Retinitis pigmentosa"
"AHI1"	"Mental and behavioural disorders"	"Autism"
"AHI1"	"Mental and behavioural disorders"	"Schizophrenia"
"AHNAK"	"Cancers"	"Renal cell carcinoma"
"AHR"	"Cancers"	"Breast cancer"
"AHR"	"Cancers"	"Gastric cancer"
"AHR"	"Cancers"	"Pancreatic cancer"
"AHR"	"Cancers"	"Prostate cancer"
"AHR"	"Cardiovascular diseases"	"High blood pressure"
"AHR"	"Digestive system diseases"	"Nonalcoholic fatty liver disease"
"AHR"	"Eye disease"	"Retinitis pigmentosa"
"AHR"	"Immune system diseases"	"Behcet disease"
"AHR"	"Immune system diseases"	"Behcet disease"
"AHR"	"Immune system diseases"	"Rheumatoid arthritis"
"AHSA2P"	"Cancers"	"Breast cancer"
"AIF1"	"Nervous system diseases"	"Parkinson disease"
"AIFM1"	"Nervous system diseases"	"Cowchock syndrome"
"AIFM1"	"Nervous system diseases"	"Huntington disease"
"AIMP2"	"Nervous system diseases"	"West syndrome"
"AIP"	"Endocrine and metabolic diseases"	"Acromegaly"
"AIPL1"	"Eye disease"	"Leber congenital amaurosis"
"AIPL1"	"Eye disease"	"Retinitis pigmentosa"
"AIRE"	"Endocrine and metabolic diseases"	"Addison disease"
"AIRE"	"Immune system diseases"	"Autoimmune polyendocrinopathy syndrome type 1"
"AK2"	"Immune system diseases"	"Reticular dysgenesis"
"AKAP10"	"Mental and behavioural disorders"	"Bipolar disorder"
"AKAP12"	"Cancers"	"Breast cancer"
"AKAP12"	"Cancers"	"Colorectal cancer"
"AKAP13"	"Cancers"	"Esophageal cancer"
"AKAP13"	"Cancers"	"Prostate cancer"
"AKAP13"	"Cancers"	"Renal cell carcinoma"
"AKAP3"	"Cancers"	"Colorectal cancer"
"AKAP6"	"Cancers"	"Breast cancer"
"AKAP6"	"Cancers"	"Colorectal cancer"
"AKAP6"	"Cardiovascular diseases"	"Atrial fibrillation"
"AKAP8"	"Cancers"	"Breast cancer"
"AKAP8"	"Mental and behavioural disorders"	"Major depressive disorder"
"AKAP9"	"Cancers"	"Breast cancer"
"AKAP9"	"Cancers"	"Colorectal cancer"
"AKAP9"	"Cardiovascular diseases"	"Brugada syndrome"
"AKR1A1"	"Mental and behavioural disorders"	"Schizophrenia"
"AKR1B1"	"Cancers"	"Endometrial cancer"
"AKR1B1"	"Eye disease"	"Cataract"
"AKR1B1"	"Reproductive system diseases"	"Endometriosis"
"AKR1B10"	"Cancers"	"Colorectal cancer"
"AKR1B10"	"Cancers"	"Endometrial cancer"
"AKR1B10"	"Cancers"	"Hepatocellular carcinoma"
"AKR1B10"	"Cancers"	"Melanoma"
"AKR1C1"	"Cancers"	"Endometrial cancer"
"AKR1C1"	"Cancers"	"Non-small cell lung cancer"
"AKR1C1"	"Reproductive system diseases"	"Endometriosis"
"AKR1C1"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"AKR1C2"	"Cancers"	"Hepatocellular carcinoma"
"AKR1C2"	"Reproductive system diseases"	"Endometriosis"
"AKR1C2"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"AKR1C3"	"Cancers"	"Endometrial cancer"
"AKR1C3"	"Cancers"	"Gastric cancer"
"AKR1C3"	"Cancers"	"Prostate cancer"
"AKR1C3"	"Reproductive system diseases"	"Endometriosis"
"AKR1C3"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"AKR1C4"	"Mental and behavioural disorders"	"Bipolar disorder"
"AKR1D1"	"Congenital disorders of metabolism"	"Hemochromatosis"
"AKT1"	"Cancers"	"Breast cancer"
"AKT1"	"Cancers"	"Colorectal cancer"
"AKT1"	"Cancers"	"Melanoma"
"AKT1"	"Cancers"	"Meningioma"
"AKT1"	"Cancers"	"Non-small cell lung cancer"
"AKT1"	"Cancers"	"Osteosarcoma"
"AKT1"	"Cancers"	"Ovarian cancer"
"AKT1"	"Cancers"	"Prostate cancer"
"AKT1"	"Cancers"	"Small cell lung cancer"
"AKT1"	"Cancers"	"Squamous cell carcinoma"
"AKT1"	"Congenital malformations"	"Proteus syndrome"
"AKT1"	"Digestive system diseases"	"Familial adenomatous polyposis"
"AKT1"	"Mental and behavioural disorders"	"Bipolar disorder"
"AKT1"	"Mental and behavioural disorders"	"Schizophrenia"
"AKT2"	"Cancers"	"Breast cancer"
"AKT2"	"Cancers"	"Non-small cell lung cancer"
"AKT2"	"Cancers"	"Ovarian cancer"
"AKT2"	"Cancers"	"Pancreatic cancer"
"AKT2"	"Congenital disorders of metabolism"	"Familial partial lipodystrophy"
"AKT2"	"Congenital disorders of metabolism"	"Hypoinsulinemic hypoglycemia with hemihypertrophy"
"AKT2"	"Mental and behavioural disorders"	"Bipolar disorder"
"AKT3"	"Cancers"	"Melanoma"
"AKT3"	"Congenital malformations"	"Hemimegalencephaly"
"ALAD"	"Cancers"	"Meningioma"
"ALAD"	"Cancers"	"Prostate cancer"
"ALAD"	"Cancers"	"Renal cell carcinoma"
"ALAD"	"Cardiovascular diseases"	"High blood pressure"
"ALAS1"	"Congenital disorders of metabolism"	"Porphyria"
"ALAS2"	"Cardiovascular diseases"	"Sideroblastic anemia"
"ALB"	"Cancers"	"Gastric cancer"
"ALB"	"Cardiovascular diseases"	"High blood pressure"
"ALB"	"Digestive system diseases"	"Primary biliary cirrhosis"
"ALB"	"Endocrine and metabolic diseases"	"Diabetic nephropathy"
"ALB"	"Reproductive system diseases"	"Azoospermia"
"ALB"	"Skin diseases"	"Stevens-Johnson syndrome"
"ALB"	"Urinary system diseases"	"Nephrotic syndrome"
"ALDH16A1"	"Musculoskeletal diseases"	"Gout"
"ALDH1A1"	"Cancers"	"Melanoma"
"ALDH1A1"	"Cancers"	"Renal cell carcinoma"
"ALDH1A1"	"Digestive system diseases"	"Nonalcoholic fatty liver disease"
"ALDH1A1"	"Mental and behavioural disorders"	"Schizophrenia"
"ALDH1A1"	"Nervous system diseases"	"Parkinsonian syndrome"
"ALDH1A2"	"Cancers"	"Prostate cancer"
"ALDH1A2"	"Mental and behavioural disorders"	"Schizophrenia"
"ALDH1A2"	"Nervous system diseases"	"Parkinsonian syndrome"
"ALDH1A3"	"Cancers"	"Gastric cancer"
"ALDH1A3"	"Cancers"	"Melanoma"
"ALDH1B1"	"Congenital disorders of metabolism"	"Succinic semialdehyde dehydrogenase deficiency"
"ALDH1B1"	"Digestive system diseases"	"Nonalcoholic fatty liver disease"
"ALDH1L1"	"Cancers"	"Colorectal cancer"
"ALDH2"	"Cancers"	"Colorectal cancer"
"ALDH2"	"Cancers"	"Esophageal cancer"
"ALDH2"	"Digestive system diseases"	"Nonalcoholic fatty liver disease"
"ALDH2"	"Immune system diseases"	"Asthma"
"ALDH2"	"Mental and behavioural disorders"	"Bipolar disorder"
"ALDH3A1"	"Eye disease"	"Cataract"
"ALDH3A1"	"Mental and behavioural disorders"	"Schizophrenia"
"ALDH3A2"	"Congenital disorders of metabolism"	"Sjogren-Larsson syndrome"
"ALDH3A2"	"Congenital disorders of metabolism"	"Sjogren-Larsson syndrome"
"ALDH3B1"	"Mental and behavioural disorders"	"Schizophrenia"
"ALDH4A1"	"Digestive system diseases"	"Nonalcoholic fatty liver disease"
"ALDH5A1"	"Congenital disorders of metabolism"	"Succinic semialdehyde dehydrogenase deficiency"
"ALDH6A1"	"Congenital disorders of metabolism"	"Methylmalonate semialdehyde dehydrogenase deficiency"
"ALDH7A1"	"Cancers"	"Gastric cancer"
"ALDH7A1"	"Congenital malformations"	"Ocular coloboma"
"ALDOA"	"Cancers"	"Breast cancer"
"ALDOA"	"Congenital disorders of metabolism"	"Glycogen storage disease"
"ALDOB"	"Cancers"	"Gastric cancer"
"ALDOB"	"Congenital disorders of metabolism"	"Hereditary fructose intolerance"
"ALDOB"	"Immune system diseases"	"Autoimmune hepatitis"
"ALG8"	"Congenital malformations"	"Polycystic liver disease"
"ALG9"	"Congenital malformations"	"Polycystic liver disease"
"ALK"	"Cancers"	"Anaplastic large-cell lymphoma"
"ALK"	"Cancers"	"Breast cancer"
"ALK"	"Cancers"	"Glioma"
"ALK"	"Cancers"	"Melanoma"
"ALK"	"Cancers"	"Neuroblastoma"
"ALK"	"Cancers"	"Non-small cell lung cancer"
"ALK"	"Cancers"	"Renal cell carcinoma"
"ALK"	"Cancers"	"Rhabdomyosarcoma"
"ALK"	"Mental and behavioural disorders"	"Schizophrenia"
"ALKBH8"	"Cancers"	"Breast cancer"
"ALMS1"	"Congenital disorders of metabolism"	"Bardet-Biedl syndrome"
"ALMS1"	"Congenital malformations"	"Alstrom syndrome"
"ALMS1"	"Congenital malformations"	"Alstrom syndrome"
"ALOX12"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"ALOX12"	"Mental and behavioural disorders"	"Bipolar disorder"
"ALOX12"	"Mental and behavioural disorders"	"Schizophrenia"
"ALOX12B"	"Cancers"	"Ovarian cancer"
"ALOX12B"	"Cancers"	"Prostate cancer"
"ALOX12B"	"Cancers"	"Renal cell carcinoma"
"ALOX12B"	"Congenital malformations"	"Congenital ichthyosis"
"ALOX12B"	"Congenital malformations"	"Harlequin ichthyosis"
"ALOX15"	"Cancers"	"Esophageal cancer"
"ALOX15"	"Cardiovascular diseases"	"High blood pressure"
"ALOX5"	"Cancers"	"Gastric cancer"
"ALOX5"	"Cancers"	"Ovarian cancer"
"ALOX5"	"Cancers"	"Prostate cancer"
"ALOX5"	"Cancers"	"Renal cell carcinoma"
"ALOX5"	"Immune system diseases"	"Asthma"
"ALOX5"	"Immune system diseases"	"Rheumatoid arthritis"
"ALOXE3"	"Cancers"	"Prostate cancer"
"ALOXE3"	"Congenital malformations"	"Congenital ichthyosis"
"ALOXE3"	"Congenital malformations"	"Harlequin ichthyosis"
"ALPK1"	"Endocrine and metabolic diseases"	"Diabetic nephropathy"
"ALPK1"	"Musculoskeletal diseases"	"Gout"
"ALPK3"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"ALPL"	"Congenital disorders of metabolism"	"Hypophosphatasia"
"ALS2"	"Nervous system diseases"	"Juvenile primary lateral sclerosis"
"ALS2CL"	"Cancers"	"Breast cancer"
"ALS2CL"	"Mental and behavioural disorders"	"Schizophrenia"
"ALX1"	"Congenital malformations"	"Frontonasal dysplasia"
"ALX1"	"Congenital malformations"	"Frontorhiny"
"ALX3"	"Congenital malformations"	"Frontonasal dysplasia"
"ALX3"	"Congenital malformations"	"Frontorhiny"
"ALX4"	"Congenital malformations"	"Craniosynostoses"
"ALX4"	"Congenital malformations"	"Frontonasal dysplasia"
"ALX4"	"Congenital malformations"	"Frontorhiny"
"ALX4"	"Congenital malformations"	"Trigonocephaly"
"AMACR"	"Cancers"	"Colorectal cancer"
"AMACR"	"Cancers"	"Prostate cancer"
"AMACR"	"Congenital disorders of metabolism"	"Alpha-methylacyl-CoA racemase deficiency"
"AMACR"	"Mental and behavioural disorders"	"Schizophrenia"
"AMACR"	"Nervous system diseases"	"Dejerine-Sottas disease"
"AMACR"	"Nervous system diseases"	"Dejerine-Sottas disease"
"AMBRA1"	"Mental and behavioural disorders"	"Schizophrenia"
"AMDHD2"	"Cancers"	"Colorectal cancer"
"AMER1"	"Cancers"	"Nephroblastoma"
"AMER1"	"Congenital malformations"	"Osteopathia striata with cranial sclerosis"
"AMER1"	"Congenital malformations"	"Perlman syndrome"
"AMER2"	"Cancers"	"Colorectal cancer"
"AMFR"	"Cancers"	"Bladder cancer"
"AMFR"	"Cancers"	"Breast cancer"
"AMFR"	"Nervous system diseases"	"Alzheimer disease"
"AMH"	"Reproductive system diseases"	"Persistent Mullerian duct syndrome"
"AMH"	"Reproductive system diseases"	"Persistent Mullerian duct syndrome"
"AMHR2"	"Reproductive system diseases"	"Persistent Mullerian duct syndrome"
"AMHR2"	"Reproductive system diseases"	"Persistent Mullerian duct syndrome"
"AMPD1"	"Cancers"	"Colorectal cancer"
"AMPD2"	"Nervous system diseases"	"Pontocerebellar hypoplasia"
"AMT"	"Congenital disorders of metabolism"	"Nonketotic hyperglycinemia"
"AMTN"	"Cancers"	"Colorectal cancer"
"AMTN"	"Digestive system diseases"	"Amelogenesis imperfecta"
"AMZ2P1"	"Cancers"	"Colorectal cancer"
"ANAPC4"	"Cancers"	"Colorectal cancer"
"ANAPC5"	"Cancers"	"Breast cancer"
"ANGPT2"	"Cancers"	"Angiosarcoma"
"ANGPTL4"	"Cancers"	"Breast cancer"
"ANGPTL4"	"Cardiovascular diseases"	"Coronary artery disease"
"ANGPTL4"	"Congenital disorders of metabolism"	"Hypertriglyceridemia"
"ANGPTL6"	"Cancers"	"Hepatocellular carcinoma"
"ANK1"	"Cancers"	"Breast cancer"
"ANK1"	"Cardiovascular diseases"	"Hereditary spherocytosis"
"ANK2"	"Cancers"	"Breast cancer"
"ANK2"	"Cancers"	"Colorectal cancer"
"ANK2"	"Cardiovascular diseases"	"Brugada syndrome"
"ANK3"	"Endocrine and metabolic diseases"	"Hutchinson-Gilford progeria syndrome"
"ANK3"	"Mental and behavioural disorders"	"Bipolar disorder"
"ANK3"	"Mental and behavioural disorders"	"Schizophrenia"
"ANKEF1"	"Cancers"	"Breast cancer"
"ANKFY1"	"Cancers"	"Bladder cancer"
"ANKH"	"Congenital malformations"	"Craniometaphyseal dysplasia"
"ANKH"	"Reproductive system diseases"	"Endometriosis"
"ANKK1"	"Mental and behavioural disorders"	"Bipolar disorder"
"ANKK1"	"Mental and behavioural disorders"	"Schizophrenia"
"ANKRD1"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"ANKRD1"	"Reproductive system diseases"	"Endometriosis"
"ANKRD11"	"Congenital malformations"	"KBG syndrome"
"ANKRD29"	"Cancers"	"Breast cancer"
"ANKRD30A"	"Cancers"	"Breast cancer"
"ANKRD34A"	"Cancers"	"Breast cancer"
"ANKRD55"	"Immune system diseases"	"Rheumatoid arthritis"
"ANKRD9"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"ANKS1A"	"Cardiovascular diseases"	"Coronary artery disease"
"ANKS1B"	"Congenital disorders of metabolism"	"Wilson disease"
"ANKS6"	"Congenital malformations"	"Nephronophthisis"
"ANLN"	"Cancers"	"Hepatocellular carcinoma"
"ANLN"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"ANLN"	"Urinary system diseases"	"Focal segmental glomerulosclerosis"
"ANO3"	"Nervous system diseases"	"Febrile seizures"
"ANO4"	"Reproductive system diseases"	"Endometriosis"
"ANO6"	"Cardiovascular diseases"	"Scott syndrome"
"ANO6"	"Immune system diseases"	"Ankylosing spondylitis"
"ANP32A"	"Cancers"	"Colorectal cancer"
"ANPEP"	"Cancers"	"Bladder cancer"
"ANPEP"	"Mental and behavioural disorders"	"Major depressive disorder"
"ANTXR2"	"Cancers"	"Prostate cancer"
"ANTXR2"	"Immune system diseases"	"Ankylosing spondylitis"
"ANTXR2"	"Musculoskeletal diseases"	"Osteoporosis"
"ANXA1"	"Cancers"	"Oral cancer"
"ANXA1"	"Cancers"	"Prostate cancer"
"ANXA1"	"Cancers"	"Squamous cell carcinoma"
"ANXA1"	"Cardiovascular diseases"	"High blood pressure"
"ANXA10"	"Cancers"	"Pancreatic cancer"
"ANXA2"	"Cancers"	"Oral cancer"
"ANXA2"	"Cancers"	"Squamous cell carcinoma"
"ANXA2"	"Musculoskeletal diseases"	"Osteoporosis"
"ANXA2R"	"Cancers"	"Bladder cancer"
"ANXA3"	"Cancers"	"Ovarian cancer"
"ANXA3"	"Cancers"	"Prostate cancer"
"ANXA3"	"Immune system diseases"	"Rheumatoid arthritis"
"ANXA4"	"Cancers"	"Hepatocellular carcinoma"
"ANXA4"	"Cancers"	"Prostate cancer"
"ANXA4"	"Cancers"	"Renal cell carcinoma"
"ANXA5"	"Cancers"	"Gastric cancer"
"ANXA5"	"Cancers"	"Oral cancer"
"ANXA5"	"Cancers"	"Squamous cell carcinoma"
"ANXA5"	"Congenital disorders of metabolism"	"Wilson disease"
"AOC1"	"Cardiovascular diseases"	"High blood pressure"
"AOC3"	"Cardiovascular diseases"	"High blood pressure"
"AOC3"	"Endocrine and metabolic diseases"	"Diabetic nephropathy"
"AOPEP"	"Cardiovascular diseases"	"Atrial fibrillation"
"AOPEP"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"AOX1"	"Cancers"	"Prostate cancer"
"AP1M1"	"Cancers"	"Breast cancer"
"AP1S1"	"Congenital malformations"	"MEDNIK syndrome"
"AP1S3"	"Skin diseases"	"Psoriasis"
"AP2M1"	"Nervous system diseases"	"Myoclonic-astatic epilepsy"
"AP3B1"	"Congenital disorders of metabolism"	"Hermansky-Pudlak syndrome"
"AP3D1"	"Congenital disorders of metabolism"	"Hermansky-Pudlak syndrome"
"AP5M1"	"Cancers"	"Renal cell carcinoma"
"APAF1"	"Cancers"	"Renal cell carcinoma"
"APAF1"	"Mental and behavioural disorders"	"Major depressive disorder"
"APBA2"	"Mental and behavioural disorders"	"Schizophrenia"
"APC"	"Cancers"	"Colorectal cancer"
"APC"	"Cancers"	"Gastric cancer"
"APC"	"Cancers"	"Glioma"
"APC"	"Cancers"	"Hepatoblastoma"
"APC"	"Cancers"	"Hepatocellular carcinoma"
"APC"	"Cancers"	"Medulloblastoma"
"APC"	"Cancers"	"Non-small cell lung cancer"
"APC"	"Cancers"	"Pancreatic cancer"
"APC"	"Cancers"	"Prostate cancer"
"APC"	"Digestive system diseases"	"Familial adenomatous polyposis"
"APC"	"Endocrine and metabolic diseases"	"Hyperlipidemia"
"APC"	"Mental and behavioural disorders"	"Autism"
"APC"	"Mental and behavioural disorders"	"Schizophrenia"
"APC"	"Other diseases"	"Mismatch repair deficiency"
"APC2"	"Cancers"	"Breast cancer"
"APC2"	"Cancers"	"Colorectal cancer"
"APC2"	"Congenital malformations"	"Sotos syndrome"
"APCDD1"	"Skin diseases"	"Hereditary hypotrichosis simplex"
"APCS"	"Cancers"	"Breast cancer"
"APCS"	"Cancers"	"Hepatocellular carcinoma"
"APCS"	"Cardiovascular diseases"	"Coronary artery disease"
"APEX1"	"Cancers"	"Gastric cancer"
"APEX1"	"Cancers"	"Hepatocellular carcinoma"
"APEX1"	"Cancers"	"Melanoma"
"APEX1"	"Cancers"	"Prostate cancer"
"APLN"	"Cancers"	"Hepatocellular carcinoma"
"APOA1"	"Cancers"	"Gastric cancer"
"APOA1"	"Cancers"	"Hepatocellular carcinoma"
"APOA1"	"Cardiovascular diseases"	"Coronary artery disease"
"APOA1"	"Cardiovascular diseases"	"High blood pressure"
"APOA1"	"Immune system diseases"	"Behcet disease"
"APOA1"	"Immune system diseases"	"Behcet disease"
"APOA2"	"Congenital disorders of metabolism"	"Hyperlipoproteinemia type IIa"
"APOA4"	"Congenital disorders of metabolism"	"Hyperlipoproteinemia type IIa"
"APOA4"	"Mental and behavioural disorders"	"Schizophrenia"
"APOA5"	"Cardiovascular diseases"	"Coronary artery disease"
"APOA5"	"Congenital disorders of metabolism"	"Hypertriglyceridemia"
"APOB"	"Cancers"	"Colorectal cancer"
"APOB"	"Congenital disorders of metabolism"	"Familial hypobetalipoproteinemia"
"APOB"	"Congenital disorders of metabolism"	"Hyperlipoproteinemia type IIa"
"APOB"	"Congenital disorders of metabolism"	"Hypertriglyceridemia"
"APOB"	"Digestive system diseases"	"Celiac disease"
"APOB"	"Endocrine and metabolic diseases"	"Hyperlipidemia"
"APOB"	"Immune system diseases"	"Behcet disease"
"APOB"	"Immune system diseases"	"Behcet disease"
"APOBEC3A"	"Cancers"	"Breast cancer"
"APOBEC3A"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"APOBEC3B"	"Cancers"	"Bladder cancer"
"APOBEC3B"	"Cancers"	"Breast cancer"
"APOBEC3B"	"Cancers"	"Cervical cancer"
"APOBEC3B"	"Cancers"	"Squamous cell carcinoma"
"APOC1"	"Nervous system diseases"	"Alzheimer disease"
"APOC2"	"Congenital disorders of metabolism"	"Primary hyperchylomicronemia"
"APOC3"	"Cardiovascular diseases"	"Coronary artery disease"
"APOC3"	"Congenital disorders of metabolism"	"Hyperalphalipoproteinemia"
"APOC3"	"Congenital disorders of metabolism"	"Hyperlipoproteinemia type IIa"
"APOC3"	"Digestive system diseases"	"Celiac disease"
"APOC4"	"Cancers"	"Breast cancer"
"APOD"	"Cancers"	"Glioma"
"APOD"	"Mental and behavioural disorders"	"Bipolar disorder"
"APOD"	"Mental and behavioural disorders"	"Schizophrenia"
"APOE"	"Cardiovascular diseases"	"High blood pressure"
"APOE"	"Cardiovascular diseases"	"Myocardial infarction"
"APOE"	"Congenital disorders of metabolism"	"Hyperlipoproteinemia type IIa"
"APOE"	"Congenital disorders of metabolism"	"Lipoprotein glomerulopathy"
"APOE"	"Congenital disorders of metabolism"	"Sea-blue histiocyte disease"
"APOE"	"Congenital disorders of metabolism"	"Wilson disease"
"APOE"	"Endocrine and metabolic diseases"	"Hyperlipidemia"
"APOE"	"Eye disease"	"Age-related macular degeneration"
"APOE"	"Mental and behavioural disorders"	"Bipolar disorder"
"APOE"	"Mental and behavioural disorders"	"Schizophrenia"
"APOE"	"Nervous system diseases"	"Alzheimer disease"
"APOE"	"Nervous system diseases"	"Cerebral amyloid angiopathy"
"APOE"	"Nervous system diseases"	"Multiple sclerosis"
"APOE"	"Skin diseases"	"Psoriasis"
"APOF"	"Cancers"	"Hepatocellular carcinoma"
"APOH"	"Cardiovascular diseases"	"Antiphospholipid syndrome"
"APOH"	"Mental and behavioural disorders"	"Schizophrenia"
"APOL1"	"Cancers"	"Breast cancer"
"APOL1"	"Urinary system diseases"	"Focal segmental glomerulosclerosis"
"APOL2"	"Mental and behavioural disorders"	"Schizophrenia"
"APOL4"	"Mental and behavioural disorders"	"Schizophrenia"
"APP"	"Mental and behavioural disorders"	"Bipolar disorder"
"APP"	"Nervous system diseases"	"Alzheimer disease"
"APP"	"Nervous system diseases"	"Cerebral amyloid angiopathy"
"APP"	"Nervous system diseases"	"Familial dementia"
"APP"	"Other congenital disorders"	"Fragile X syndrome"
"APPL1"	"Cancers"	"Breast cancer"
"APPL2"	"Cancers"	"Prostate cancer"
"APRT"	"Cancers"	"Breast cancer"
"APRT"	"Cancers"	"Renal cell carcinoma"
"APRT"	"Congenital disorders of metabolism"	"Adenine phosphoribosyltransferase deficiency"
"APRT"	"Mental and behavioural disorders"	"Major depressive disorder"
"AQP1"	"Cancers"	"Salivary gland cancer"
"AQP1"	"Cardiovascular diseases"	"High blood pressure"
"AQP1"	"Endocrine and metabolic diseases"	"Hyperthyroidism"
"AQP2"	"Urinary system diseases"	"Congenital nephrogenic diabetes insipidus"
"AQP3"	"Cancers"	"Bladder cancer"
"AQP3"	"Cancers"	"Esophageal cancer"
"AQP3"	"Cancers"	"Ovarian cancer"
"AQP3"	"Cancers"	"Squamous cell carcinoma"
"AQP4"	"Immune system diseases"	"Neuromyelitis optica"
"AQP4"	"Mental and behavioural disorders"	"Autism"
"AQP4"	"Mental and behavioural disorders"	"Schizophrenia"
"AQP5"	"Congenital malformations"	"Congenital diaphragmatic hernia"
"AQP8"	"Cancers"	"Breast cancer"
"AQP9"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"AR"	"Cancers"	"Breast cancer"
"AR"	"Cancers"	"Hepatocellular carcinoma"
"AR"	"Cancers"	"Prostate cancer"
"AR"	"Cardiovascular diseases"	"High blood pressure"
"AR"	"Mental and behavioural disorders"	"Autism"
"AR"	"Nervous system diseases"	"Subependymal giant cell astrocytoma"
"AR"	"Reproductive system diseases"	"Androgen insensitivity syndrome"
"ARAF"	"Cancers"	"Breast cancer"
"ARAP3"	"Cancers"	"Breast cancer"
"ARAP3"	"Cancers"	"Colorectal cancer"
"ARC"	"Mental and behavioural disorders"	"Schizophrenia"
"ARC"	"Nervous system diseases"	"Alzheimer disease"
