"gene_symbol"	"organsystem"	"kegg_diseasename"
"ADAMTS1"	"Nervous system diseases"	"Alzheimer disease"
"ADAMTS10"	"Cardiovascular diseases"	"Patent ductus arteriosus"
"ADAMTS10"	"Cardiovascular diseases"	"Ventricular septal defect"
"ADAMTS10"	"Congenital malformations"	"Brachydactyly"
"ADAMTS10"	"Congenital malformations"	"Ectopia lentis"
"ADAMTS10"	"Congenital malformations"	"Weill-Marchesani syndrome"
"ADAMTS10"	"Eye disease"	"Cataract"
"ADAMTS10"	"Musculoskeletal diseases"	"Spinal stenosis"
"ADAMTS12"	"Mental and behavioural disorders"	"Schizophrenia"
"ADAMTS13"	"Cancers"	"Hepatocellular carcinoma"
"ADAMTS13"	"Immune system diseases"	"Immune thrombocytopenia"
"ADAMTS15"	"Cancers"	"Colorectal cancer"
"ADAMTS17"	"Congenital malformations"	"Brachydactyly"
"ADAMTS17"	"Congenital malformations"	"Ectopia lentis"
"ADAMTS17"	"Eye disease"	"Myopia"
"ADAMTS18"	"Cancers"	"Colorectal cancer"
"ADAMTS19"	"Cancers"	"Breast cancer"
"ADAMTS2"	"Digestive system diseases"	"Gastroesophageal reflux disease"
"ADAMTS2"	"Eye disease"	"Myopia"
"ADAMTS2"	"Musculoskeletal diseases"	"Legg-Calve-Perthes Disease"
"ADAMTS2"	"Musculoskeletal diseases"	"Legg-Calve-Perthes Disease"
"ADAMTS2"	"Musculoskeletal diseases"	"Osteoporosis"
"ADAMTS20"	"Cancers"	"Melanoma"
"ADAMTS3"	"Cardiovascular diseases"	"Lymphangioma"
"ADAMTS3"	"Congenital malformations"	"Craniosynostoses"
"ADAMTS3"	"Congenital malformations"	"Hennekam lymphangiectasia-lymphedema syndrome"
"ADAMTS3"	"Mental and behavioural disorders"	"Schizophrenia"
"ADAMTS7"	"Cardiovascular diseases"	"Coronary artery disease"
"ADAMTS7"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"ADAMTS8"	"Cancers"	"Prostate cancer"
"ADAMTSL1"	"Congenital malformations"	"Primary congenital glaucoma"
"ADAMTSL1"	"Eye disease"	"Myopia"
"ADAMTSL2"	"Congenital malformations"	"Acromicric dysplasia"
"ADAMTSL2"	"Congenital malformations"	"Geleophysic dysplasia"
"ADAMTSL2"	"Congenital malformations"	"Multiple epiphyseal dysplasia"
"ADAMTSL2"	"Congenital malformations"	"Spondyloepiphyseal dysplasia congenita"
"ADAMTSL2"	"Congenital malformations"	"Spondyloepiphyseal dysplasia tarda"
"ADAMTSL2"	"Musculoskeletal diseases"	"Hyperostosis corticalis generalisata"
"ADAMTSL2"	"Musculoskeletal diseases"	"Schwartz-Jampel syndrome"
"ADAMTSL3"	"Cancers"	"Colorectal cancer"
"ADAMTSL3"	"Mental and behavioural disorders"	"Schizophrenia"
"ADAMTSL4"	"Cardiovascular diseases"	"High blood pressure"
"ADAMTSL4"	"Congenital malformations"	"Ectopia lentis"
"ADAMTSL4"	"Eye disease"	"Cataract"
"ADAR"	"Cancers"	"Breast cancer"
"ADAR"	"Cancers"	"Chronic lymphocytic leukemia"
"ADAR"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"ADAR"	"Congenital malformations"	"Porencephaly"
"ADAR"	"Digestive system diseases"	"Gastroesophageal reflux disease"
"ADAR"	"Eye disease"	"Optic atrophy"
"ADAR"	"Immune system diseases"	"Aicardi-Goutieres syndrome"
"ADAR"	"Skin diseases"	"Chilblains"
"ADAR"	"Skin diseases"	"Dyschromatosis symmetrica hereditaria"
"ADARB1"	"Mental and behavioural disorders"	"Bipolar disorder"
"ADARB1"	"Mental and behavioural disorders"	"Schizophrenia"
"ADARB1"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"ADARB2"	"Cancers"	"Colorectal cancer"
"ADARB2"	"Nervous system diseases"	"Parkinson disease"
"ADAT3"	"Cancers"	"Breast cancer"
"ADAT3"	"Cardiovascular diseases"	"Atrial septal defect"
"ADAT3"	"Cardiovascular diseases"	"Patent ductus arteriosus"
"ADAT3"	"Congenital malformations"	"Congenital clubfoot"
"ADAT3"	"Congenital malformations"	"Congenital diaphragmatic hernia"
"ADAT3"	"Congenital malformations"	"Congenital vertical talus"
"ADAT3"	"Digestive system diseases"	"Gastroesophageal reflux disease"
"ADAT3"	"Endocrine and metabolic diseases"	"Growth hormone deficiency"
"ADAT3"	"Endocrine and metabolic diseases"	"Isolated growth hormone deficiency"
"ADAT3"	"Reproductive system diseases"	"Cryptorchidism"
"ADAT3"	"Reproductive system diseases"	"Hypospadias"
"ADCY1"	"Cancers"	"Small cell lung cancer"
"ADCY10"	"Musculoskeletal diseases"	"Osteoporosis"
"ADCY10"	"Urinary system diseases"	"Calcium oxalate nephrolithiasis"
"ADCY2"	"Immune system diseases"	"Asthma"
"ADCY2"	"Mental and behavioural disorders"	"Bipolar disorder"
"ADCY3"	"Endocrine and metabolic diseases"	"Hyperlipidemia"
"ADCY3"	"Mental and behavioural disorders"	"Bipolar disorder"
"ADCY5"	"Cardiovascular diseases"	"Dilated cardiomyopathy"
"ADCY5"	"Cardiovascular diseases"	"High blood pressure"
"ADCY5"	"Mental and behavioural disorders"	"Major depressive disorder"
"ADCY5"	"Musculoskeletal diseases"	"Osteoporosis"
"ADCY5"	"Nervous system diseases"	"Benign hereditary chorea"
"ADCY7"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"ADCY7"	"Immune system diseases"	"Ulcerative colitis"
"ADCY7"	"Mental and behavioural disorders"	"Major depressive disorder"
"ADCY7"	"Mental and behavioural disorders"	"Schizophrenia"
"ADCY8"	"Cancers"	"Colorectal cancer"
"ADCY8"	"Mental and behavioural disorders"	"Bipolar disorder"
"ADCYAP1"	"Mental and behavioural disorders"	"Bipolar disorder"
"ADCYAP1"	"Mental and behavioural disorders"	"Schizophrenia"
"ADCYAP1R1"	"Immune system diseases"	"Asthma"
"ADCYAP1R1"	"Mental and behavioural disorders"	"Schizophrenia"
"ADD1"	"Cancers"	"Hepatocellular carcinoma"
"ADD1"	"Cardiovascular diseases"	"High blood pressure"
"ADD3"	"Mental and behavioural disorders"	"Bipolar disorder"
"ADGRD2"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"ADGRE2"	"Skin diseases"	"Vibratory urticaria"
"ADGRF4"	"Cancers"	"Breast cancer"
"ADGRF4"	"Mental and behavioural disorders"	"Schizophrenia"
"ADGRG1"	"Congenital malformations"	"Polymicrogyria"
"ADGRG2"	"Congenital malformations"	"Congenital bilateral absence of vas deferens"
"ADGRG2"	"Reproductive system diseases"	"Azoospermia"
"ADGRG6"	"Congenital malformations"	"Congenital clubfoot"
"ADGRG7"	"Cancers"	"Hepatocellular carcinoma"
"ADGRV1"	"Eye disease"	"Cataract"
"ADGRV1"	"Eye disease"	"Myopia"
"ADGRV1"	"Mental and behavioural disorders"	"Schizophrenia"
"ADH1A"	"Digestive system diseases"	"Nonalcoholic fatty liver disease"
"ADH1B"	"Cancers"	"Colorectal cancer"
"ADH1B"	"Cancers"	"Esophageal cancer"
"ADH1B"	"Cancers"	"Laryngeal cancer"
"ADH1B"	"Cancers"	"Oral cancer"
"ADH1B"	"Digestive system diseases"	"Nonalcoholic fatty liver disease"
"ADH1B"	"Mental and behavioural disorders"	"Alcohol dependence"
"ADH1C"	"Cancers"	"Oral cancer"
"ADH1C"	"Mental and behavioural disorders"	"Alcohol dependence"
"ADH1C"	"Nervous system diseases"	"Parkinsonian syndrome"
"ADH4"	"Cancers"	"Hepatocellular carcinoma"
"ADH4"	"Digestive system diseases"	"Nonalcoholic fatty liver disease"
"ADH7"	"Cancers"	"Esophageal cancer"
"ADH7"	"Cancers"	"Laryngeal cancer"
"ADH7"	"Cancers"	"Oral cancer"
"ADHFE1"	"Cancers"	"Breast cancer"
"ADI1"	"Cancers"	"Prostate cancer"
"ADIPOQ"	"Cancers"	"Renal cell carcinoma"
"ADIPOQ"	"Cardiovascular diseases"	"High blood pressure"
"ADIPOQ"	"Congenital disorders of metabolism"	"Adiponectin deficiency"
"ADIPOQ"	"Digestive system diseases"	"Nonalcoholic fatty liver disease"
"ADIPOQ"	"Endocrine and metabolic diseases"	"Diabetic nephropathy"
"ADIPOQ"	"Immune system diseases"	"Crohn disease"
"ADIPOQ"	"Immune system diseases"	"Rheumatoid arthritis"
"ADK"	"Cardiovascular diseases"	"Atrial septal defect"
"ADK"	"Congenital disorders of metabolism"	"Hyperbilirubinemia"
"ADK"	"Congenital disorders of metabolism"	"Hypermethioninemia"
"ADK"	"Mental and behavioural disorders"	"Schizophrenia"
"ADM"	"Mental and behavioural disorders"	"Autism"
"ADM"	"Mental and behavioural disorders"	"Bipolar disorder"
"ADM"	"Mental and behavioural disorders"	"Schizophrenia"
"ADNP"	"Congenital malformations"	"Brachydactyly"
"ADNP"	"Congenital malformations"	"Trigonocephaly"
"ADNP"	"Digestive system diseases"	"Gastroesophageal reflux disease"
"ADNP"	"Endocrine and metabolic diseases"	"Growth hormone deficiency"
"ADNP"	"Endocrine and metabolic diseases"	"Isolated growth hormone deficiency"
"ADNP"	"Mental and behavioural disorders"	"Autism"
"ADNP"	"Mental and behavioural disorders"	"Schizophrenia"
"ADNP"	"Reproductive system diseases"	"Cryptorchidism"
"ADNP2"	"Mental and behavioural disorders"	"Schizophrenia"
"ADORA1"	"Cancers"	"Colorectal cancer"
"ADORA1"	"Cardiovascular diseases"	"Myocardial infarction"
"ADORA1"	"Mental and behavioural disorders"	"Schizophrenia"
"ADORA2A"	"Immune system diseases"	"Rheumatoid arthritis"
"ADORA2A"	"Mental and behavioural disorders"	"Panic disorder"
"ADORA2A"	"Mental and behavioural disorders"	"Schizophrenia"
"ADORA2A"	"Nervous system diseases"	"Acute encephalopathy with biphasic seizures and late reduced diffusion"
"ADORA2A"	"Nervous system diseases"	"Insomnia"
"ADORA3"	"Cancers"	"Colorectal cancer"
"ADORA3"	"Cardiovascular diseases"	"Myocardial infarction"
"ADRA1A"	"Cancers"	"Breast cancer"
"ADRA1A"	"Cancers"	"Hepatocellular carcinoma"
"ADRA1A"	"Mental and behavioural disorders"	"Bipolar disorder"
"ADRA1A"	"Mental and behavioural disorders"	"Major depressive disorder"
"ADRA1A"	"Mental and behavioural disorders"	"Schizophrenia"
"ADRA2A"	"Cardiovascular diseases"	"High blood pressure"
"ADRA2A"	"Congenital disorders of metabolism"	"Familial partial lipodystrophy"
"ADRA2A"	"Mental and behavioural disorders"	"Panic disorder"
"ADRA2A"	"Mental and behavioural disorders"	"Schizophrenia"
"ADRA2B"	"Cancers"	"Hepatocellular carcinoma"
"ADRA2C"	"Mental and behavioural disorders"	"Bipolar disorder"
"ADRB1"	"Cancers"	"Gastric cancer"
"ADRB1"	"Cardiovascular diseases"	"High blood pressure"
"ADRB2"	"Cancers"	"Gastric cancer"
"ADRB2"	"Cancers"	"Prostate cancer"
"ADRB2"	"Endocrine and metabolic diseases"	"Hyperlipidemia"
"ADRB2"	"Immune system diseases"	"Asthma"
"ADRB2"	"Mental and behavioural disorders"	"Autism"
"ADRB2"	"Mental and behavioural disorders"	"Bipolar disorder"
"ADRB3"	"Endocrine and metabolic diseases"	"Hyperlipidemia"
"ADSL"	"Congenital disorders of metabolism"	"Adenylosuccinate lyase deficiency"
"ADSL"	"Mental and behavioural disorders"	"Autism"
"ADSS2"	"Mental and behavioural disorders"	"Schizophrenia"
"ADTRP"	"Cardiovascular diseases"	"Coronary artery disease"
"AEBP1"	"Cardiovascular diseases"	"Mitral valve prolapse"
"AEBP1"	"Congenital disorders of metabolism"	"Hypertriglyceridemia"
"AEBP1"	"Eye disease"	"Myopia"
"AEBP1"	"Musculoskeletal diseases"	"Osteoporosis"
"AEBP1"	"Reproductive system diseases"	"Cryptorchidism"
"AFAP1-AS1"	"Congenital malformations"	"Hirschsprung disease"
"AFAP1L2"	"Cancers"	"Squamous cell carcinoma"
"AFF1"	"Cancers"	"B-cell acute lymphoblastic leukemia"
"AFF1"	"Cancers"	"Breast cancer"
"AFF1"	"Cancers"	"Burkitt lymphoma"
"AFF2"	"Other congenital disorders"	"Fragile X syndrome"
"AFF3"	"Immune system diseases"	"Rheumatoid arthritis"
"AFF4"	"Cardiovascular diseases"	"Patent ductus arteriosus"
"AFF4"	"Cardiovascular diseases"	"Pulmonary arterial hypertension"
"AFF4"	"Cardiovascular diseases"	"Ventricular septal defect"
"AFF4"	"Congenital malformations"	"Brachydactyly"
"AFF4"	"Congenital malformations"	"CHOPS syndrome"
"AFF4"	"Congenital malformations"	"Klippel-Feil syndrome"
"AFF4"	"Digestive system diseases"	"Gastroesophageal reflux disease"
"AFF4"	"Endocrine and metabolic diseases"	"Growth hormone deficiency"
"AFF4"	"Endocrine and metabolic diseases"	"Isolated growth hormone deficiency"
"AFF4"	"Eye disease"	"Cataract"
"AFF4"	"Eye disease"	"Myopia"
"AFF4"	"Eye disease"	"Optic atrophy"
"AFF4"	"Immune system diseases"	"Asthma"
"AFF4"	"Reproductive system diseases"	"Cryptorchidism"
"AFF4"	"Reproductive system diseases"	"Hypospadias"
"AFF4"	"Urinary system diseases"	"Vesicoureteral reflux"
"AFG1L"	"Mental and behavioural disorders"	"Bipolar disorder"
"AFG3L2"	"Congenital disorders of metabolism"	"Spastic ataxia"
"AFG3L2"	"Nervous system diseases"	"Parkinsonian syndrome"
"AFP"	"Cancers"	"Breast cancer"
"AFP"	"Cancers"	"Gastric cancer"
"AFP"	"Cancers"	"Hepatocellular carcinoma"
"AGA"	"Congenital disorders of metabolism"	"Aspartylglucosaminuria"
"AGA"	"Congenital disorders of metabolism"	"Fabry disease"
"AGA"	"Eye disease"	"Cataract"
"AGA"	"Mental and behavioural disorders"	"Schizophrenia"
"AGAP1"	"Mental and behavioural disorders"	"Autism"
"AGAP2"	"Cancers"	"Breast cancer"
"AGBL1"	"Eye disease"	"Fuchs corneal dystrophy"
"AGBL4"	"Cardiovascular diseases"	"Atrial fibrillation"
"AGBL5"	"Endocrine and metabolic diseases"	"Type 2 diabetes mellitus"
"AGBL5"	"Eye disease"	"Cataract"
"AGBL5"	"Eye disease"	"Keratoconus"
"AGBL5"	"Eye disease"	"Myopia"
"AGBL5"	"Eye disease"	"Optic atrophy"
"AGBL5"	"Eye disease"	"Retinitis pigmentosa"
"AGER"	"Immune system diseases"	"Rheumatoid arthritis"
"AGER"	"Mental and behavioural disorders"	"Schizophrenia"
"AGER"	"Nervous system diseases"	"Neuropathic pain"
"AGGF1"	"Cardiovascular diseases"	"Atrial septal defect"
"AGGF1"	"Cardiovascular diseases"	"Iron-refractory iron deficiency anemia"
"AGGF1"	"Cardiovascular diseases"	"Klippel-Trenaunay-Weber syndrome"
"AGGF1"	"Cardiovascular diseases"	"Klippel-Trenaunay-Weber syndrome"
"AGGF1"	"Cardiovascular diseases"	"Patent ductus arteriosus"
"AGK"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"AGK"	"Congenital disorders of metabolism"	"3-Methylglutaconic aciduria"
"AGK"	"Eye disease"	"Cataract"
"AGK"	"Eye disease"	"Myopia"
"AGL"	"Congenital disorders of metabolism"	"Glycogen storage disease"
"AGL"	"Congenital disorders of metabolism"	"Glycogen storage disease type III"
"AGL"	"Congenital disorders of metabolism"	"Hypertriglyceridemia"
"AGL"	"Endocrine and metabolic diseases"	"Hyperlipidemia"
"AGO1"	"Mental and behavioural disorders"	"Autism"
"AGPAT2"	"Cardiovascular diseases"	"Atrial fibrillation"
"AGPAT2"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"AGPAT2"	"Cardiovascular diseases"	"Myocardial infarction"
"AGPAT2"	"Cardiovascular diseases"	"Pulmonary arterial hypertension"
"AGPAT2"	"Congenital disorders of metabolism"	"Congenital generalized lipodystrophy"
"AGPAT2"	"Congenital disorders of metabolism"	"Hypertriglyceridemia"
"AGPAT2"	"Congenital disorders of metabolism"	"Lipodystrophy"
"AGPAT2"	"Digestive system diseases"	"Acute pancreatitis"
"AGPAT2"	"Endocrine and metabolic diseases"	"Growth hormone deficiency"
"AGPAT2"	"Endocrine and metabolic diseases"	"Isolated growth hormone deficiency"
"AGPAT2"	"Endocrine and metabolic diseases"	"Precocious puberty"
"AGPAT2"	"Musculoskeletal diseases"	"Osteoporosis"
"AGPAT2"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"AGR2"	"Cancers"	"Breast cancer"
"AGR2"	"Cancers"	"Prostate cancer"
"AGRN"	"Digestive system diseases"	"Gastroesophageal reflux disease"
"AGT"	"Cardiovascular diseases"	"High blood pressure"
"AGT"	"Cardiovascular diseases"	"Myocardial infarction"
"AGT"	"Congenital malformations"	"Congenital diaphragmatic hernia"
"AGT"	"Congenital malformations"	"Renal tubular dysgenesis"
"AGT"	"Endocrine and metabolic diseases"	"Diabetic nephropathy"
"AGT"	"Endocrine and metabolic diseases"	"Diabetic retinopathy"
"AGT"	"Immune system diseases"	"IgA nephropathy"
"AGT"	"Mental and behavioural disorders"	"Bipolar disorder"
"AGT"	"Urinary system diseases"	"Focal segmental glomerulosclerosis"
"AGT"	"Urinary system diseases"	"Nephrotic syndrome"
"AGTPBP1"	"Cancers"	"Colorectal cancer"
"AGTR1"	"Cardiovascular diseases"	"High blood pressure"
"AGTR1"	"Cardiovascular diseases"	"Patent ductus arteriosus"
"AGTR1"	"Congenital malformations"	"Renal tubular dysgenesis"
"AGTR1"	"Endocrine and metabolic diseases"	"Diabetic retinopathy"
"AGTR1"	"Endocrine and metabolic diseases"	"Pituitary adenomas"
"AGTR2"	"Cancers"	"Gastric cancer"
"AGTR2"	"Cardiovascular diseases"	"High blood pressure"
"AGXT"	"Congenital disorders of metabolism"	"Primary hyperoxaluria"
"AGXT"	"Eye disease"	"Optic atrophy"
"AGXT"	"Eye disease"	"Optic neuropathy"
"AGXT"	"Urinary system diseases"	"Calcium oxalate nephrolithiasis"
"AHCY"	"Cancers"	"Hepatocellular carcinoma"
"AHCY"	"Cardiovascular diseases"	"Antithrombin III deficiency"
"AHCY"	"Congenital disorders of metabolism"	"Hypermethioninemia"
"AHCY"	"Congenital disorders of metabolism"	"Wilson disease"
"AHCY"	"Digestive system diseases"	"Nonalcoholic fatty liver disease"
"AHCYL2"	"Cancers"	"Prostate cancer"
"AHDC1"	"Congenital malformations"	"Craniosynostoses"
"AHDC1"	"Mental and behavioural disorders"	"Autism"
"AHI1"	"Congenital malformations"	"Hirschsprung disease"
"AHI1"	"Congenital malformations"	"Joubert syndrome"
"AHI1"	"Congenital malformations"	"Nephronophthisis"
"AHI1"	"Congenital malformations"	"Polymicrogyria"
"AHI1"	"Endocrine and metabolic diseases"	"Type 2 diabetes mellitus"
"AHI1"	"Eye disease"	"Cataract"
"AHI1"	"Eye disease"	"Keratoconus"
"AHI1"	"Eye disease"	"Optic atrophy"
"AHI1"	"Eye disease"	"Retinitis pigmentosa"
"AHI1"	"Mental and behavioural disorders"	"Autism"
"AHI1"	"Mental and behavioural disorders"	"Schizophrenia"
"AHNAK"	"Cancers"	"Renal cell carcinoma"
"AHR"	"Cancers"	"Breast cancer"
"AHR"	"Cancers"	"Gastric cancer"
"AHR"	"Cancers"	"Pancreatic cancer"
"AHR"	"Cancers"	"Prostate cancer"
"AHR"	"Cardiovascular diseases"	"High blood pressure"
"AHR"	"Digestive system diseases"	"Nonalcoholic fatty liver disease"
"AHR"	"Endocrine and metabolic diseases"	"Type 2 diabetes mellitus"
"AHR"	"Eye disease"	"Cataract"
"AHR"	"Eye disease"	"Keratoconus"
"AHR"	"Eye disease"	"Optic atrophy"
"AHR"	"Eye disease"	"Retinitis pigmentosa"
"AHR"	"Immune system diseases"	"Behcet disease"
"AHR"	"Immune system diseases"	"Behcet disease"
"AHR"	"Immune system diseases"	"Rheumatoid arthritis"
"AHSA2P"	"Cancers"	"Breast cancer"
"AHSG"	"Congenital malformations"	"Brachydactyly"
"AHSG"	"Congenital malformations"	"Congenital ichthyosis"
"AHSG"	"Skin diseases"	"Alopecia universalis"
"AIF1"	"Nervous system diseases"	"Parkinson disease"
"AIFM1"	"Congenital malformations"	"Brachydactyly"
"AIFM1"	"Congenital malformations"	"Spondyloepimetaphyseal dysplasia"
"AIFM1"	"Nervous system diseases"	"Cowchock syndrome"
"AIFM1"	"Nervous system diseases"	"Huntington disease"
"AIMP1"	"Congenital malformations"	"Polymicrogyria"
"AIMP2"	"Nervous system diseases"	"West syndrome"
"AIP"	"Cardiovascular diseases"	"High blood pressure"
"AIP"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"AIP"	"Endocrine and metabolic diseases"	"Acromegaly"
"AIP"	"Endocrine and metabolic diseases"	"Adrenocorticotropic hormone deficiency"
"AIP"	"Endocrine and metabolic diseases"	"Hyperprolactinemia"
"AIP"	"Endocrine and metabolic diseases"	"Hypogonadotropic hypogonadism"
"AIP"	"Endocrine and metabolic diseases"	"Male hypogonadism"
"AIP"	"Endocrine and metabolic diseases"	"Pituitary adenomas"
"AIP"	"Endocrine and metabolic diseases"	"Type 2 diabetes mellitus"
"AIP"	"Musculoskeletal diseases"	"Osteoporosis"
"AIP"	"Musculoskeletal diseases"	"Spinal stenosis"
"AIP"	"Reproductive system diseases"	"Galactorrhea"
"AIPL1"	"Congenital malformations"	"Neuronal migration disorder"
"AIPL1"	"Eye disease"	"Cataract"
"AIPL1"	"Eye disease"	"Keratoconus"
"AIPL1"	"Eye disease"	"Leber congenital amaurosis"
"AIPL1"	"Eye disease"	"Retinitis pigmentosa"
"AIRE"	"Congenital malformations"	"Congenital asplenia"
"AIRE"	"Endocrine and metabolic diseases"	"Addison disease"
"AIRE"	"Endocrine and metabolic diseases"	"Hypoparathyroidism"
"AIRE"	"Endocrine and metabolic diseases"	"Male hypogonadism"
"AIRE"	"Endocrine and metabolic diseases"	"Type 1 diabetes mellitus"
"AIRE"	"Eye disease"	"Cataract"
"AIRE"	"Eye disease"	"Retinitis pigmentosa"
"AIRE"	"Immune system diseases"	"Autoimmune polyendocrinopathy syndrome type 1"
"AIRE"	"Immune system diseases"	"Chronic mucocutaneous candidiasis"
"AIRE"	"Skin diseases"	"Vitiligo"
"AK2"	"Immune system diseases"	"Combined immunodeficiency"
"AK2"	"Immune system diseases"	"Reticular dysgenesis"
"AKAP10"	"Mental and behavioural disorders"	"Bipolar disorder"
"AKAP12"	"Cancers"	"Breast cancer"
"AKAP12"	"Cancers"	"Colorectal cancer"
"AKAP13"	"Cancers"	"Esophageal cancer"
"AKAP13"	"Cancers"	"Prostate cancer"
"AKAP13"	"Cancers"	"Renal cell carcinoma"
"AKAP3"	"Cancers"	"Colorectal cancer"
"AKAP6"	"Cancers"	"Breast cancer"
"AKAP6"	"Cancers"	"Colorectal cancer"
"AKAP6"	"Cardiovascular diseases"	"Atrial fibrillation"
